T_ann,T_sM,T_sm,T_wM,T_wm ,P_ann,P_sM,P_sm,P_wM,P_wm ,dem,target
15.152,29.435,17.951,20.072,-4.0862,49.2,13.982,2.1638,2.6656,0.44066,62,Dwa
14.419,26.051,17.049,16.878,-0.77375,54.997,13.938,2.6993,2.933,1.0899,26,Cwa
14.557,26.402,17.192,16.233,-0.63,54.969,13.927,2.6986,2.9343,1.0905,26,Cwa
15.372,27.126,17.989,18.661,-0.46625,55.061,13.96,2.7,2.9328,1.0911,33,Cwa
15.413,27.468,17.902,18.074,-0.57125,55.033,13.949,2.6993,2.9341,1.0917,19,Cwa
15.455,27.919,17.9,17.615,-0.615,55.005,13.937,2.6987,2.9355,1.0923,6,Cwa
15.262,27.561,17.891,16.68,-0.2775,54.977,13.926,2.698,2.9368,1.0929,2,Cwa
14.486,27.419,17.075,17.228,-3.155,47.753,13.134,1.9934,2.665,0.51846,17,Dwa
14.761,27.239,17.507,17.385,-2.5838,47.806,13.149,1.9957,2.6655,0.51971,14,Dwa
15.173,28.068,17.801,17.815,-2.795,47.663,13.086,1.9908,2.6626,0.52081,15,Dwa
14.028,26.042,16.868,16.545,-2.9813,47.858,13.164,1.9979,2.6659,0.52096,23,Dwa
14.807,28.172,17.244,17.381,-3.3775,47.716,13.101,1.9931,2.6631,0.52205,16,Dwa
14.533,26.386,17.327,17.378,-2.6263,47.911,13.179,2.0002,2.6664,0.52221,29,Dwa
15.44,29.427,17.693,18.095,-3.2788,47.572,13.038,1.9882,2.6602,0.52316,22,Dwa
15.254,28.707,17.692,18.314,-3.21,47.769,13.116,1.9954,2.6635,0.5233,25,Dwa
14.533,26.386,17.327,17.378,-2.6263,47.963,13.194,2.0025,2.6669,0.52346,20,Dwa
15.44,29.427,17.693,18.095,-3.2788,47.625,13.053,1.9905,2.6607,0.5244,24,Dwa
15.307,28.171,17.882,18.596,-2.6662,47.821,13.132,1.9976,2.664,0.52454,28,Dwa
15.779,30.009,17.993,18.358,-3.1225,47.481,12.989,1.9856,2.6579,0.52552,19,Dwa
16.239,30.468,18.388,19.491,-3.0675,47.679,13.068,1.9928,2.6611,0.52564,27,Dwa
15.291,27.505,18.011,18.701,-2.035,47.874,13.147,1.9999,2.6644,0.52579,21,Dwa
15.779,30.009,17.993,18.358,-3.1225,47.535,13.005,1.9879,2.6583,0.52674,21,Dwa
16.725,30.709,18.913,20.392,-2.65,47.732,13.084,1.9951,2.6616,0.52687,25,Dwa
16.877,31.367,18.938,20.169,-2.7325,47.391,12.941,1.9829,2.6555,0.52787,15,Dwa
16.877,31.367,18.938,20.169,-2.7325,47.589,13.02,1.9902,2.6587,0.52798,23,Dwa
16.353,29.418,18.834,20.015,-2.32,47.785,13.099,1.9974,2.662,0.52811,21,Dwa
16.877,31.367,18.938,20.169,-2.7325,47.445,12.957,1.9853,2.6559,0.52909,20,Dwa
17.396,31.859,19.471,21.126,-2.3825,47.642,13.036,1.9925,2.6591,0.52921,24,Dwa
17.396,31.859,19.471,21.126,-2.3825,47.499,12.972,1.9876,2.6563,0.53032,24,Dwa
17.316,31.508,19.553,21.302,-2.3175,47.696,13.052,1.9948,2.6596,0.53044,20,Dwa
17.316,31.508,19.553,21.302,-2.3175,47.553,12.988,1.9899,2.6567,0.53154,27,Dwa
16.779,30.655,19.036,20.796,-2.4712,47.607,13.004,1.9923,2.6571,0.53276,30,Dwa
14.846,27.694,17.805,17.848,-2.7725,41.819,10.537,1.7728,2.4908,0.5875,13,Dwa
14.99,27.722,18.066,17.744,-2.61,41.862,10.551,1.7754,2.4934,0.58765,10,Dwa
16.163,29.196,19.047,19.294,-2.06,41.906,10.564,1.7778,2.4961,0.58786,15,Dwa
16.163,29.196,19.047,19.294,-2.06,41.95,10.578,1.7802,2.4989,0.58807,23,Dwa
16.909,30.308,19.659,20.448,-1.735,41.994,10.591,1.7826,2.5016,0.58828,27,Dwa
15.43,28.009,18.429,18.527,-2.1837,41.81,10.526,1.7723,2.4907,0.58866,10,Dwa
14.848,27.471,17.814,17.625,-2.3425,41.853,10.54,1.7749,2.4933,0.58881,7,Dwa
15.822,28.728,18.929,18.938,-1.5912,41.897,10.554,1.7773,2.496,0.58902,18,Dwa
15.822,28.728,18.929,18.938,-1.5912,41.941,10.567,1.7797,2.4987,0.58922,22,Dwa
17.224,30.946,20.048,20.727,-1.345,41.984,10.581,1.7821,2.5013,0.58943,17,Dwa
14.848,27.471,17.814,17.625,-2.3425,41.801,10.516,1.7718,2.4905,0.58983,6,Dwa
15.822,28.728,18.929,18.938,-1.5912,41.844,10.529,1.7744,2.4931,0.58997,4,Dwa
17.224,30.946,20.048,20.727,-1.345,41.888,10.543,1.7768,2.4958,0.59017,4,Dwa
17.068,30.545,19.614,20.755,-1.765,41.932,10.557,1.7792,2.4984,0.59037,15,Dwa
17.068,30.545,19.614,20.755,-1.765,41.975,10.57,1.7817,2.5011,0.59058,21,Dwa
15.112,26.68,17.804,18.188,-0.24375,58.296,13.627,3.007,3.3491,1.2501,169,Cfa
15.023,26.173,17.791,17.526,0.2675,58.254,13.598,3.0087,3.3531,1.2508,66,Cfa
14.622,25.526,17.615,16.359,0.71,58.213,13.57,3.0103,3.3571,1.2515,5,Cfa
14.242,24.542,17.419,15.599,1.3362,58.171,13.541,3.012,3.3611,1.2522,4,Cfa
14.242,24.542,17.419,15.599,1.3362,58.13,13.512,3.0136,3.3651,1.2529,0,Cfa
14.37,26.309,16.971,17.811,-1.6675,58.432,13.653,3.0152,3.3577,1.2543,320,Cfa
14.958,26.447,17.527,18.145,-0.65375,58.391,13.625,3.017,3.3617,1.2551,256,Cfa
15.051,26.182,17.804,17.785,0.22875,58.35,13.596,3.0187,3.3658,1.2558,117,Cfa
13.2,25.244,15.9,16.028,-2.98,58.568,13.679,3.0234,3.3663,1.2585,371,Cfa
14.324,25.834,16.82,17.546,-1.3463,58.528,13.651,3.0252,3.3704,1.2593,203,Cfa
14.779,25.969,17.358,17.466,-0.096249,58.488,13.622,3.027,3.3745,1.2601,68,Cfa
13.558,25.087,16.389,16.732,-2.3287,58.704,13.706,3.0316,3.3749,1.2627,349,Cfa
13.558,25.087,16.389,16.732,-2.3287,58.665,13.677,3.0335,3.379,1.2635,178,Cfa
14.589,25.584,17.075,17.905,-0.47,58.625,13.648,3.0354,3.3831,1.2644,110,Cfa
14.589,25.584,17.075,17.905,-0.47,58.84,13.732,3.0398,3.3835,1.2668,488,Cfa
15.579,26.22,18.104,18.536,1.3238,58.802,13.703,3.0418,3.3877,1.2678,323,Cfa
15.579,26.22,18.104,18.536,1.3238,58.763,13.675,3.0437,3.3918,1.2687,106,Cfa
18.048,32.289,20.391,23.932,-0.9275,44.329,11.225,1.8585,2.5045,0.65267,60,Dwa
18.46,32.509,20.698,23.918,-0.77375,44.332,11.226,1.8572,2.5033,0.65309,54,Dwa
18.16,31.86,20.595,22.818,-1.6038,44.335,11.228,1.856,2.5021,0.65352,38,Dwa
18.715,32.936,20.885,23.496,-0.8925,44.338,11.229,1.8548,2.5009,0.65394,22,Dwa
17.688,31.724,20.054,23.314,-0.785,44.411,11.253,1.8599,2.5033,0.65418,74,Dwa
17.85,31.833,20.302,22.218,-1.6113,44.341,11.23,1.8536,2.4996,0.65437,41,Dwa
18.375,32.62,20.706,23.909,-0.97125,44.414,11.254,1.8588,2.5022,0.65457,69,Dwa
18.715,32.936,20.885,23.496,-0.8925,44.418,11.255,1.8577,2.5011,0.65497,41,Dwa
18.807,33.285,20.928,24.175,-0.68,44.421,11.256,1.8565,2.5,0.65536,26,Dwa
17.688,31.724,20.054,23.314,-0.785,44.493,11.28,1.8615,2.5021,0.6557,94,Dwa
18.695,33.12,20.933,23.367,-1.1588,44.424,11.257,1.8554,2.4989,0.65575,27,Dwa
18.375,32.62,20.706,23.909,-0.97125,44.497,11.281,1.8604,2.5011,0.65605,83,Dwa
18.715,32.936,20.885,23.496,-0.8925,44.5,11.282,1.8593,2.5001,0.65641,48,Dwa
18.442,32.792,20.669,24.525,-0.65625,44.504,11.284,1.8582,2.4992,0.65677,30,Dwa
18.943,33.215,21.048,24.445,-0.70375,44.507,11.285,1.8572,2.4982,0.65713,24,Dwa
17.569,31.359,19.969,23.131,-0.345,44.575,11.307,1.863,2.5008,0.65721,117,Dwa
18.204,32.441,20.535,23.981,-0.45,44.579,11.309,1.862,2.5,0.65753,92,Dwa
18.807,33.285,20.928,24.175,-0.68,44.583,11.31,1.861,2.4992,0.65785,57,Dwa
18.442,32.792,20.669,24.525,-0.65625,44.586,11.311,1.8599,2.4984,0.65818,38,Dwa
18.943,33.215,21.048,24.445,-0.70375,44.59,11.313,1.859,2.4975,0.65851,28,Dwa
17.659,31.354,20.199,23.032,-0.020001,44.657,11.335,1.8645,2.4996,0.65872,134,Dwa
17.918,31.988,20.24,23.778,-0.345,44.661,11.336,1.8635,2.4989,0.65901,97,Dwa
18.442,32.792,20.669,24.525,-0.65625,44.665,11.337,1.8626,2.4982,0.6593,64,Dwa
18.016,32.031,20.298,24.438,-0.6125,44.669,11.339,1.8616,2.4975,0.65959,50,Dwa
18.603,32.809,20.764,24.772,-0.56375,44.673,11.34,1.8607,2.4968,0.65988,35,Dwa
17.16,32.087,19.588,22.681,-1.4438,55.602,15.412,2.2286,2.813,0.69757,128,Dwa
16.958,31.52,19.542,22.107,-2.0487,55.621,15.423,2.2276,2.816,0.69829,96,Dwa
17.12,31.908,19.585,22.307,-1.9713,55.64,15.434,2.2265,2.8189,0.69901,69,Dwa
16.958,31.52,19.542,22.107,-2.0487,55.675,15.435,2.2315,2.8161,0.69943,111,Dwa
17.255,32.187,19.821,22.815,-1.5162,55.66,15.445,2.2255,2.8218,0.69972,70,Dwa
16.834,31.134,19.414,21.916,-2.3763,55.695,15.445,2.2304,2.819,0.70015,85,Dwa
16.987,31.806,19.76,22.473,-1.7588,55.679,15.455,2.2244,2.8247,0.70044,67,Dwa
16.924,31.439,19.492,22.014,-2.245,55.714,15.456,2.2294,2.8219,0.70086,77,Dwa
16.958,31.52,19.542,22.107,-2.0487,55.749,15.456,2.2343,2.8191,0.70129,93,Dwa
17.107,31.866,19.649,22.524,-1.7725,55.733,15.467,2.2283,2.8248,0.70158,85,Dwa
16.834,31.134,19.414,21.916,-2.3763,55.768,15.467,2.2332,2.822,0.702,91,Dwa
17.159,32.118,19.767,22.658,-1.625,55.753,15.478,2.2273,2.8278,0.7023,94,Dwa
16.879,31.398,19.391,22.391,-2.4112,55.788,15.478,2.2322,2.825,0.70272,113,Dwa
16.834,31.134,19.414,21.916,-2.3763,55.822,15.479,2.2371,2.8221,0.70315,87,Dwa
16.994,31.239,19.736,22.511,-2.015,55.807,15.489,2.2312,2.8279,0.70344,100,Dwa
16.716,30.886,19.276,22.011,-2.6775,55.842,15.489,2.2361,2.825,0.70386,116,Dwa
17.075,31.651,19.736,22.448,-1.7888,55.827,15.5,2.2301,2.8308,0.70415,97,Dwa
16.879,31.398,19.391,22.391,-2.4112,55.862,15.501,2.235,2.828,0.70458,116,Dwa
16.716,30.886,19.276,22.011,-2.6775,55.896,15.501,2.24,2.8251,0.70501,96,Dwa
16.994,31.239,19.736,22.511,-2.015,55.881,15.511,2.234,2.831,0.70529,100,Dwa
16.726,30.567,19.392,22.371,-2.4462,55.916,15.512,2.2389,2.828,0.70572,142,Dwa
17.075,31.651,19.736,22.448,-1.7888,55.901,15.522,2.2329,2.8339,0.70601,88,Dwa
17.003,31.259,19.596,22.609,-2.0162,55.935,15.523,2.2378,2.831,0.70644,100,Dwa
16.977,31.128,19.789,22.679,-1.8737,55.955,15.534,2.2368,2.834,0.70715,93,Dwa
16.984,31.145,19.688,22.351,-1.8738,55.975,15.545,2.2358,2.837,0.70787,84,Dwa
15.971,28.292,18.909,18.148,-0.55125,45.873,11.856,1.7728,2.5514,0.65352,10,Dwa
16.882,28.222,20.171,20.349,1.1062,45.916,11.877,1.7776,2.5567,0.65657,31,Dwa
17.738,30.012,20.744,21.529,1.1387,45.821,11.843,1.7771,2.5546,0.65752,34,Dwa
18.209,30.812,21.168,21.815,1.1188,45.726,11.81,1.7765,2.5524,0.65848,40,Dwa
18.379,32.075,21.028,22.726,-0.51625,57.353,16.298,2.0859,3.2492,0.82,57,Dwa
18.309,32.049,20.96,22.676,-0.31375,57.423,16.319,2.0886,3.2545,0.82186,51,Dwa
18.344,32.006,20.951,22.769,-0.72125,57.408,16.318,2.0844,3.2611,0.82305,50,Dwa
18.122,31.948,20.96,22.735,-0.3025,57.492,16.34,2.0912,3.2597,0.82372,50,Dwa
18.313,31.998,20.919,22.52,-0.68125,57.477,16.339,2.0871,3.2665,0.82492,46,Dwa
17.775,31.167,20.801,22.388,-0.25125,57.562,16.361,2.0938,3.265,0.82558,45,Dwa
17.451,30.756,20.304,22.608,-0.73,57.463,16.339,2.0829,3.273,0.82609,60,Dwa
18.077,31.626,20.901,22.556,-0.44625,57.547,16.361,2.0897,3.2718,0.82679,44,Dwa
17.775,31.167,20.801,22.388,-0.25125,57.631,16.382,2.0965,3.2703,0.82744,37,Dwa
17.655,31.06,20.38,22.388,-1.0963,57.533,16.36,2.0856,3.2785,0.82797,51,Dwa
17.69,30.933,20.822,22.365,-0.47125,57.617,16.381,2.0924,3.2771,0.82866,42,Dwa
17.626,31.051,20.499,22.086,-0.8225,57.602,16.381,2.0883,3.2839,0.82985,47,Dwa
17.69,30.933,20.822,22.365,-0.47125,57.686,16.403,2.0951,3.2825,0.83053,39,Dwa
17.298,29.948,20.073,22.424,-0.44625,57.587,16.381,2.0841,3.2905,0.83103,46,Dwa
17.421,30.469,20.527,21.985,-0.70875,57.672,16.402,2.091,3.2892,0.83173,41,Dwa
17.256,30.345,20.184,22.202,-0.60875,57.573,16.381,2.0799,3.2969,0.83217,69,Dwa
17.256,30.345,20.184,22.202,-0.60875,57.657,16.402,2.0868,3.2959,0.83292,42,Dwa
17.131,30.049,20.329,21.884,-0.56375,57.741,16.423,2.0937,3.2947,0.83362,32,Dwa
17.256,30.345,20.184,22.202,-0.60875,57.642,16.401,2.0826,3.3024,0.83409,57,Dwa
17.212,30.364,20.261,22.005,-0.7525,57.727,16.423,2.0896,3.3014,0.83481,33,Dwa
17.212,30.364,20.261,22.005,-0.7525,57.712,16.422,2.0854,3.308,0.83599,49,Dwa
17.019,30.094,20.136,21.821,-0.9075,57.796,16.443,2.0923,3.3068,0.83671,30,Dwa
17.019,30.094,20.136,21.821,-0.9075,57.782,16.443,2.0881,3.3135,0.83789,42,Dwa
16.993,30.215,20.105,21.859,-0.9225,57.851,16.464,2.0909,3.319,0.8398,44,Dwa
14.644,29.049,18.267,18.942,-5.0325,64.407,17.536,2.7917,3.2612,1.0808,377,Cwa
14.593,29.161,18.408,19.254,-5.165,64.441,17.551,2.7906,3.2654,1.081,395,Cwa
14.717,28.959,18.573,19.588,-5.0325,64.476,17.566,2.7895,3.2696,1.0812,384,Cwa
15.095,28.918,18.786,20.202,-4.3675,64.509,17.58,2.7884,3.2738,1.0814,377,Cwa
14.859,29.095,18.605,19.501,-4.6687,64.544,17.595,2.7873,3.278,1.0816,370,Cwa
14.545,28.391,18.118,18.692,-4.935,64.472,17.548,2.7965,3.2638,1.0844,377,Cwa
14.544,29.142,18.288,18.862,-5.0375,64.506,17.562,2.7954,3.2681,1.0846,389,Cwa
14.683,29.42,18.469,19.266,-4.955,64.54,17.577,2.7943,3.2722,1.0848,374,Cwa
14.859,29.095,18.605,19.501,-4.6687,64.575,17.592,2.7932,3.2765,1.085,372,Cwa
14.784,28.976,18.533,19.388,-5.0063,64.609,17.607,2.7921,3.2807,1.0852,370,Cwa
14.523,27.915,18.265,18.776,-4.8137,64.537,17.559,2.8013,3.2665,1.088,389,Cwa
14.406,28.611,18.218,18.578,-4.8288,64.571,17.574,2.8002,3.2707,1.0882,384,Cwa
14.653,29.468,18.452,19.153,-4.895,64.605,17.589,2.7991,3.2749,1.0884,368,Cwa
14.784,28.976,18.533,19.388,-5.0063,64.64,17.604,2.7981,3.2792,1.0886,366,Cwa
14.781,28.634,18.462,19.649,-4.9638,64.674,17.619,2.797,3.2834,1.0888,373,Cwa
14.523,27.915,18.265,18.776,-4.8137,64.601,17.571,2.806,3.2691,1.0916,398,Cwa
14.406,28.611,18.218,18.578,-4.8288,64.636,17.586,2.805,3.2733,1.0918,383,Cwa
14.568,28.862,18.365,19.205,-4.73,64.67,17.601,2.8039,3.2776,1.092,361,Cwa
14.781,28.634,18.462,19.649,-4.9638,64.705,17.616,2.8029,3.2818,1.0922,359,Cwa
14.582,28.147,18.384,19.474,-4.8162,64.739,17.631,2.8019,3.286,1.0924,379,Cwa
14.671,27.694,18.462,19.724,-4.425,64.666,17.582,2.8108,3.2718,1.0952,408,Cwa
14.469,27.968,18.338,18.775,-4.44,64.7,17.597,2.8098,3.276,1.0954,376,Cwa
14.568,28.862,18.365,19.205,-4.73,64.735,17.613,2.8088,3.2802,1.0956,354,Cwa
14.781,28.634,18.462,19.649,-4.9638,64.77,17.628,2.8078,3.2845,1.0958,352,Cwa
14.521,27.588,18.295,19.534,-4.8412,64.805,17.643,2.8068,3.2887,1.096,362,Cwa
14.996,24.995,18.161,17.069,2.2525,64.832,14.259,3.4556,3.731,1.5887,8,Cfa
14.748,25.226,17.842,16.684,1.5037,64.785,14.248,3.4482,3.7213,1.5898,22,Cfa
14.654,25.309,17.624,16.498,1.4787,64.738,14.238,3.4408,3.7116,1.5909,21,Cfa
14.851,25.292,17.732,17.234,1.385,64.691,14.227,3.4333,3.7019,1.592,21,Cfa
15.654,26.175,18.347,17.68,2.545,64.802,14.241,3.4516,3.7228,1.5929,15,Cfa
15.112,25.394,17.92,17.512,1.43,64.644,14.216,3.4259,3.6922,1.593,20,Cfa
14.654,25.309,17.624,16.498,1.4787,64.754,14.229,3.4441,3.713,1.5941,13,Cfa
14.851,25.292,17.732,17.234,1.385,64.705,14.218,3.4367,3.7033,1.5951,15,Cfa
14.884,25.095,17.827,17.211,1.4962,64.657,14.207,3.4292,3.6935,1.5963,15,Cfa
14.769,25.296,17.741,16.226,1.8013,64.769,14.221,3.4475,3.7144,1.5972,8,Cfa
14.771,25.248,17.635,16.758,1.74,64.72,14.209,3.4399,3.7046,1.5984,12,Cfa
14.884,25.095,17.827,17.211,1.4962,64.67,14.198,3.4324,3.6948,1.5995,12,Cfa
14.825,25.38,17.764,16.346,2.1412,64.734,14.201,3.4432,3.7059,1.6015,7,Cfa
14.892,25.078,17.804,17.085,1.8825,64.683,14.188,3.4356,3.6961,1.6027,8,Cfa
14.95,25.111,17.944,16.976,2.3013,64.696,14.179,3.4389,3.6974,1.6059,4,Cfa
16.563,29.627,18.274,20.182,-1.6287,61.077,15.783,2.2309,4.0607,1.2562,160,Dwa
17.539,31.167,19.199,21.228,-1.1988,61.056,15.771,2.2288,4.0634,1.2565,175,Dwa
18.411,32.548,20.007,22.048,-0.6625,61.123,15.759,2.2416,4.0523,1.2612,151,Dwa
17.539,31.167,19.199,21.228,-1.1988,61.101,15.747,2.2394,4.0549,1.2615,156,Dwa
18.273,32.229,19.914,21.939,-0.7225,61.08,15.736,2.2373,4.0575,1.2617,164,Dwa
16.193,28.893,18.052,20.055,-1.625,61.037,15.713,2.2331,4.0628,1.2623,182,Dwa
18.695,32.611,20.359,22.586,-0.52625,61.147,15.723,2.2501,4.0465,1.2665,143,Dwa
18.273,32.229,19.914,21.939,-0.7225,61.126,15.712,2.248,4.0491,1.2667,148,Dwa
18.211,32.027,19.907,22.075,-0.75,61.104,15.701,2.2459,4.0517,1.2669,156,Dwa
17.849,31.705,19.507,21.374,-0.755,61.083,15.689,2.2437,4.0543,1.2672,167,Dwa
16.783,30.074,18.382,20.547,-1.3537,61.062,15.678,2.2416,4.057,1.2675,175,Dwa
18.695,32.611,20.359,22.586,-0.52625,61.172,15.688,2.2586,4.0406,1.2717,140,Dwa
18.273,32.229,19.914,21.939,-0.7225,61.15,15.677,2.2565,4.0433,1.272,142,Dwa
17.318,30.625,19.248,21.465,-1.0175,61.129,15.665,2.2544,4.0459,1.2722,150,Dwa
17.684,31.305,19.569,21.62,-0.95875,61.107,15.654,2.2523,4.0485,1.2724,164,Dwa
17.21,30.894,18.861,20.94,-1.1625,61.085,15.643,2.2502,4.0511,1.2726,166,Dwa
17.83,31.036,19.746,21.852,-0.83,61.196,15.652,2.2671,4.0349,1.277,146,Dwa
18.211,32.027,19.907,22.075,-0.75,61.175,15.641,2.265,4.0375,1.2772,143,Dwa
17.318,30.625,19.248,21.465,-1.0175,61.153,15.63,2.2629,4.0401,1.2774,152,Dwa
17.684,31.305,19.569,21.62,-0.95875,61.131,15.619,2.2608,4.0427,1.2776,167,Dwa
17.21,30.894,18.861,20.94,-1.1625,61.11,15.608,2.2587,4.0453,1.2779,162,Dwa
14.947,25.058,17.345,15.091,3.7,50.505,8.1653,3.779,3.6887,1.1704,89,Cfa
13.72,23.388,16.084,13.716,3.1838,50.549,8.1763,3.7748,3.6875,1.1724,183,Cfa
13.72,23.388,16.084,13.716,3.1838,50.593,8.1872,3.7705,3.6862,1.1743,306,Cfa
14.292,24.274,17.027,14.04,3.525,50.575,8.1807,3.7795,3.6972,1.1746,98,Cfa
13.775,23.642,16.371,13.956,2.9262,50.62,8.1921,3.7755,3.6959,1.1766,146,Cfa
13.775,23.642,16.371,13.956,2.9262,50.665,8.2034,3.7715,3.6945,1.1786,252,Cfa
19.069,32.718,21.033,22.296,0.81875,58.674,14.214,2.21,4.0093,1.2722,98,Dwa
18.957,32.448,20.936,22.426,0.85375,58.614,14.165,2.2117,4.0053,1.2728,103,Dwa
18.83,32.333,20.758,22.459,0.68125,58.655,14.183,2.2125,4.0057,1.2728,109,Dwa
13.198,24.289,15.547,16.569,-2.93,58.325,13.901,2.2223,3.9803,1.2732,349,Dwa
19.092,32.768,20.935,22.636,0.7175,58.593,14.134,2.2139,4.0018,1.2732,115,Dwa
19.092,32.768,20.935,22.636,0.7175,58.554,14.116,2.2133,4.0012,1.2734,104,Dwa
13.754,25.088,16.049,16.982,-2.5012,58.352,13.93,2.2208,3.9835,1.2735,289,Dwa
18.169,31.564,19.952,22.08,-0.012497,58.531,14.086,2.2152,3.9978,1.2735,116,Dwa
17.879,30.72,19.589,21.939,0.365,58.637,14.152,2.2149,4.0022,1.2735,128,Dwa
13.269,24.755,15.379,16.891,-3.53,58.394,13.948,2.2216,3.984,1.2736,336,Dwa
13.977,25.566,16.08,17.675,-3.0625,58.419,13.978,2.22,3.9873,1.2736,260,Dwa
18.169,31.564,19.952,22.08,-0.012497,58.572,14.104,2.216,3.9983,1.2736,132,Dwa
15.582,28.168,17.669,19.22,-1.9075,58.444,14.008,2.2183,3.9906,1.2737,178,Dwa
16.683,29.299,18.401,20.721,-0.85625,58.508,14.056,2.2172,3.9945,1.2737,138,Dwa
14.928,26.84,16.971,18.334,-1.8775,58.38,13.959,2.2194,3.9867,1.2738,212,Dwa
15.277,27.128,17.059,19.312,-1.8562,58.485,14.026,2.2191,3.9911,1.2738,187,Dwa
17.449,30.567,19.426,21.125,-0.38,58.469,14.037,2.2166,3.9939,1.2738,133,Dwa
16.683,29.299,18.401,20.721,-0.85625,58.551,14.073,2.2182,3.9948,1.2739,165,Dwa
17.449,30.567,19.426,21.125,-0.38,58.494,14.067,2.215,3.9972,1.2739,109,Dwa
14.34,25.545,16.211,18.095,-2.105,58.462,13.996,2.221,3.9877,1.274,246,Dwa
16.189,28.332,18.128,19.866,-1.045,58.407,13.989,2.218,3.9899,1.2741,158,Dwa
16.502,28.707,18.135,20.681,-0.2425,58.618,14.121,2.2173,3.9986,1.2741,163,Dwa
15.277,27.128,17.059,19.312,-1.8562,58.53,14.043,2.2204,3.9914,1.2743,210,Dwa
16.189,28.332,18.128,19.866,-1.045,58.434,14.018,2.2166,3.9931,1.2745,120,Dwa
16.502,28.707,18.135,20.681,-0.2425,58.599,14.091,2.2198,3.9951,1.2747,226,Dwa
17.405,29.166,20.476,19.96,1.8875,55.873,13.595,1.993,3.73,1.1909,18,Cwa
16.789,28.027,19.882,19.329,1.59,55.91,13.6,1.9934,3.7341,1.1931,23,Cwa
17.256,28.601,20.362,19.986,1.6712,55.859,13.573,1.9919,3.7316,1.1938,20,Cwa
16.54,27.375,19.655,18.882,1.2887,55.947,13.605,1.9939,3.7382,1.1953,32,Cwa
17.256,28.601,20.362,19.986,1.6712,55.896,13.578,1.9924,3.7357,1.196,18,Cwa
17.549,29.004,20.609,20.139,1.7512,55.845,13.55,1.9908,3.733,1.1967,15,Cwa
16.67,27.707,19.818,19.149,1.2063,55.984,13.61,1.9943,3.7423,1.1975,39,Cwa
16.932,27.962,19.885,19.507,1.475,55.933,13.582,1.9928,3.7399,1.1982,26,Cwa
17.549,29.004,20.609,20.139,1.7512,55.883,13.555,1.9913,3.7373,1.1989,20,Cwa
17.102,28.348,20.074,19.795,1.3237,55.831,13.528,1.9897,3.7345,1.1996,14,Cwa
16.684,27.581,19.788,19.296,1.2625,56.021,13.616,1.9947,3.7463,1.1997,40,Cwa
17.035,28.153,20.035,19.467,1.445,55.97,13.587,1.9932,3.7441,1.2004,32,Cwa
17.102,28.348,20.074,19.795,1.3237,55.92,13.56,1.9918,3.7416,1.2011,32,Cwa
17.102,28.348,20.074,19.795,1.3237,55.869,13.533,1.9902,3.7389,1.2018,28,Cwa
17.355,28.412,20.135,20.102,1.5413,55.817,13.506,1.9887,3.736,1.2026,21,Cwa
16.883,27.856,19.847,19.468,1.3187,56.007,13.592,1.9937,3.7483,1.2026,35,Cwa
16.991,27.948,19.801,19.684,1.22,55.957,13.565,1.9923,3.7459,1.2033,41,Cwa
16.991,27.948,19.801,19.684,1.22,55.906,13.537,1.9907,3.7433,1.204,43,Cwa
17.066,28.166,19.915,19.686,1.0812,55.855,13.51,1.9892,3.7405,1.2047,30,Cwa
16.953,27.831,19.712,19.689,1.4088,55.994,13.569,1.9927,3.7501,1.2055,40,Cwa
16.953,27.831,19.712,19.689,1.4088,55.943,13.542,1.9912,3.7476,1.2062,42,Cwa
17.066,28.166,19.915,19.686,1.0812,55.892,13.514,1.9897,3.7449,1.2069,33,Cwa
16.798,27.562,19.78,19.6,1.55,55.98,13.546,1.9917,3.752,1.2084,34,Cwa
17.001,27.942,19.809,19.814,1.4188,55.93,13.519,1.9902,3.7494,1.2091,33,Cwa
17.007,27.76,19.938,19.92,1.4637,55.967,13.523,1.9907,3.7539,1.2112,30,Cwa
15.809,25.166,18.409,17.054,4.1987,54.683,9.8358,2.9999,3.4437,1.4809,7,Cfa
15.715,25.312,18.299,17.061,3.71,54.7,9.8472,2.9951,3.4461,1.4819,27,Cfa
15.955,25.438,18.745,17.261,3.8837,54.758,9.8667,3.0013,3.441,1.4848,10,Cfa
16.481,26.334,19.181,17.729,4.575,54.772,9.8609,3.0166,3.4299,1.4853,9,Cfa
16.535,26.495,19.374,17.708,4.2537,54.794,9.8737,3.012,3.4329,1.4865,19,Cfa
16.535,26.495,19.374,17.708,4.2537,54.816,9.8862,3.0074,3.4359,1.4877,25,Cfa
16.07,25.879,18.655,16.9,4.735,54.825,9.8792,3.0225,3.4242,1.488,18,Cfa
16.326,26.365,19.024,17.499,4.2925,54.85,9.8925,3.018,3.4276,1.4893,20,Cfa
16.326,26.365,19.024,17.499,4.2925,54.874,9.9059,3.0136,3.4309,1.4905,17,Cfa
15.618,25.546,18.427,16.555,4.275,54.905,9.9113,3.0241,3.4222,1.4921,18,Cfa
15.708,25.652,18.456,16.996,3.7563,54.932,9.9254,3.0197,3.4258,1.4934,35,Cfa
18.29,30.267,20.224,22.099,1.6538,58.061,13.338,2.2088,3.8261,1.3813,50,Cwa
19.278,31.533,21.378,23.065,1.905,58.057,13.33,2.2107,3.8286,1.3817,54,Cwa
