T_ann,T_sM,T_sm,T_wM,T_wm ,P_ann,P_sM,P_sm,P_wM,P_wm ,dem,target
12.695,24.495,15.007,16.138,-4.4088,64.165,15.007,3.0756,3.593,1.4414,277,Dwa
12.939,25.215,15.216,16.496,-4.5525,64.299,15.03,3.0973,3.5892,1.4422,355,Dwa
11.91,23.829,14.265,15.205,-5.46,64.089,14.982,3.0665,3.5937,1.4429,343,Dwa
13.061,25.225,15.319,16.436,-4.28,64.223,15.006,3.0884,3.59,1.4437,278,Dwa
13.35,25.379,15.614,16.852,-4.12,64.341,15.029,3.1076,3.5858,1.4438,334,Dwa
12.388,24.091,14.764,15.662,-4.83,64.147,14.981,3.0794,3.5908,1.4452,280,Dwa
13.653,26.214,15.984,17.088,-4.13,64.281,15.004,3.1012,3.5871,1.446,257,Dwa
11.86,23.812,14.251,15.196,-5.5475,64.07,14.956,3.0703,3.5915,1.4466,478,Dwa
12.602,24.358,15.061,16.139,-4.7725,64.206,14.98,3.0922,3.5879,1.4475,361,Dwa
14.001,26.466,16.276,17.46,-3.7313,64.323,15.003,3.1116,3.5837,1.4476,323,Dwa
11.91,23.829,14.265,15.205,-5.46,64.129,14.955,3.0832,3.5887,1.449,473,Dwa
12.795,25.001,15.178,16.089,-4.9638,64.264,14.978,3.1051,3.585,1.4498,215,Dwa
11.896,23.907,14.269,15.28,-5.5175,64.188,14.953,3.0961,3.5858,1.4513,275,Dwa
13.239,25.728,15.581,16.413,-4.3862,64.306,14.977,3.1155,3.5817,1.4514,262,Dwa
12.059,24.191,14.327,15.288,-5.3988,64.246,14.952,3.109,3.5829,1.4536,333,Dwa
13.239,25.728,15.581,16.413,-4.3862,64.289,14.951,3.1195,3.5796,1.4552,244,Dwa
15.428,27.988,17.204,19.251,-2.395,61.743,16.487,2.318,3.9455,1.1878,150,Dwa
15.585,28.659,17.402,19.218,-2.4688,61.735,16.488,2.3138,3.9492,1.1884,151,Dwa
14.764,28.421,16.491,18.176,-3.4537,61.728,16.488,2.3095,3.9529,1.1891,169,Dwa
13.371,26.219,15.145,16.684,-4.1475,61.72,16.489,2.3053,3.9565,1.1897,199,Dwa
12.602,25.16,14.412,16.112,-4.63,61.713,16.489,2.301,3.9602,1.1903,198,Dwa
15.596,28.712,17.271,19.22,-2.4938,61.763,16.446,2.3258,3.9401,1.1935,149,Dwa
15.836,29.413,17.493,19.352,-2.695,61.756,16.447,2.3216,3.9437,1.1941,161,Dwa
14.764,28.421,16.491,18.176,-3.4537,61.749,16.447,2.3174,3.9474,1.1948,199,Dwa
13.371,26.219,15.145,16.684,-4.1475,61.742,16.448,2.3131,3.9511,1.1954,246,Dwa
12.974,25.599,14.714,16.561,-4.2375,61.734,16.449,2.3089,3.9547,1.196,266,Dwa
15.843,29.238,17.416,19.538,-2.6925,61.784,16.406,2.3335,3.9346,1.1991,150,Dwa
15.384,28.94,17.021,18.887,-3.1187,61.777,16.406,2.3293,3.9383,1.1998,178,Dwa
14.191,27.544,15.979,17.58,-3.8387,61.77,16.407,2.3252,3.9419,1.2004,253,Dwa
13.329,26.042,15.108,16.549,-3.9837,61.763,16.408,2.321,3.9456,1.2011,293,Dwa
12.974,25.599,14.714,16.561,-4.2375,61.756,16.408,2.3168,3.9493,1.2017,307,Dwa
15.388,28.564,17,19.127,-3.365,61.804,16.365,2.3413,3.9292,1.2048,178,Dwa
14.406,27.453,16.152,17.919,-3.8663,61.798,16.365,2.3371,3.9328,1.2054,242,Dwa
13.39,26.008,15.251,16.636,-4.0262,61.791,16.366,2.333,3.9365,1.2061,320,Dwa
13.135,25.496,15.026,16.395,-3.9412,61.784,16.367,2.3288,3.9401,1.2068,298,Dwa
13.367,25.853,15.204,16.927,-3.9025,61.777,16.368,2.3247,3.9438,1.2074,289,Dwa
14.723,27.479,16.571,18.436,-3.7638,61.825,16.324,2.3491,3.9238,1.2105,205,Dwa
13.984,26.742,15.734,17.474,-4.0525,61.818,16.325,2.3449,3.9274,1.2111,293,Dwa
13.485,25.874,15.375,16.779,-3.7525,61.812,16.325,2.3408,3.931,1.2118,260,Dwa
13.444,25.546,15.401,16.948,-3.605,61.805,16.326,2.3367,3.9347,1.2125,252,Dwa
13.586,25.822,15.491,17.312,-3.5888,61.799,16.327,2.3325,3.9384,1.2131,234,Dwa
15.186,27.225,17.296,19.012,-2.5188,60.111,14.204,2.3555,3.9522,1.3152,287,Dwa
15.186,27.225,17.296,19.012,-2.5188,60.104,14.182,2.358,3.9512,1.3158,289,Dwa
15.501,27.909,17.496,19.126,-2.465,60.161,14.227,2.3578,3.9513,1.3159,295,Dwa
16.4,29.129,18.453,20.215,-1.8263,60.097,14.161,2.3606,3.9501,1.3163,265,Dwa
14.972,27.041,17.194,18.684,-2.6887,60.153,14.205,2.3604,3.9502,1.3165,300,Dwa
15.88,28.304,18.108,19.861,-2.3738,60.21,14.25,2.3602,3.9504,1.3166,294,Dwa
17.577,30.802,19.896,21.173,-1.1488,60.09,14.14,2.3631,3.9491,1.3168,254,Dwa
15.186,27.225,17.296,19.012,-2.5188,60.146,14.184,2.3629,3.9491,1.317,268,Dwa
15.515,27.538,17.835,19.285,-2.5138,60.202,14.228,2.3627,3.9492,1.3172,291,Dwa
15.404,27.502,17.626,19.464,-2.38,60.259,14.273,2.3625,3.9495,1.3173,321,Dwa
17.423,30.642,19.58,21.191,-1.1763,60.082,14.118,2.3656,3.9481,1.3174,260,Dwa
16.4,29.129,18.453,20.215,-1.8263,60.139,14.162,2.3654,3.948,1.3176,264,Dwa
15.906,28.044,18.195,19.94,-1.9475,60.195,14.207,2.3652,3.9481,1.3178,287,Dwa
15.678,27.627,17.919,20.019,-2.2663,60.252,14.251,2.365,3.9483,1.3179,310,Dwa
14.435,26.019,16.373,18.311,-3.0525,60.308,14.296,2.3649,3.9485,1.318,415,Dwa
17.577,30.802,19.896,21.173,-1.1488,60.131,14.141,2.3679,3.9469,1.3181,267,Dwa
16.427,28.909,18.891,20.48,-1.58,60.188,14.185,2.3677,3.9469,1.3183,291,Dwa
15.88,27.98,18.145,20.182,-1.9312,60.244,14.23,2.3675,3.947,1.3185,312,Dwa
15,26.715,16.971,18.872,-2.3462,60.301,14.274,2.3674,3.9473,1.3186,324,Dwa
15.946,28.342,18.206,20.048,-1.7613,60.236,14.208,2.37,3.9458,1.3191,311,Dwa
15.087,26.812,17.299,18.993,-2.5013,60.293,14.252,2.3698,3.946,1.3192,318,Dwa
15.946,28.342,18.206,20.048,-1.7613,60.229,14.186,2.3725,3.9446,1.3196,317,Dwa
14.936,26.985,17.111,18.551,-2.5538,60.285,14.23,2.3723,3.9447,1.3198,324,Dwa
14.936,26.985,17.111,18.551,-2.5538,60.278,14.208,2.3748,3.9434,1.3204,331,Dwa
16.15,26.173,19.688,17.745,1.7938,55.938,12.291,1.9819,3.9459,1.4043,21,Cwa
15.789,25.622,19.374,16.996,1.8388,55.951,12.294,1.983,3.9437,1.4045,34,Cwa
15.789,25.622,19.374,16.996,1.8388,55.965,12.297,1.9841,3.9415,1.4046,38,Cwa
15.444,25.881,19.013,16.222,1.9238,55.978,12.3,1.9852,3.9393,1.4048,25,Cwa
16.066,26.444,19.451,17.612,1.7,55.939,12.274,1.9823,3.9483,1.4071,46,Cwa
16.004,25.924,19.479,17.366,1.9625,55.954,12.278,1.9834,3.9462,1.4073,32,Cwa
16.004,25.924,19.479,17.366,1.9625,55.969,12.281,1.9846,3.9442,1.4075,21,Cwa
15.808,25.795,19.318,16.955,2.3475,55.983,12.284,1.9857,3.9421,1.4078,24,Cwa
15.355,25.473,19.048,16.126,2.2613,55.998,12.287,1.9868,3.94,1.408,35,Cwa
16.04,26.129,19.559,17.401,2.05,55.94,12.258,1.9826,3.9506,1.4099,54,Cwa
16.034,25.642,19.662,17.275,2.2187,55.956,12.261,1.9838,3.9487,1.4102,49,Cwa
16.034,25.642,19.662,17.275,2.2187,55.973,12.264,1.985,3.9468,1.4105,24,Cwa
16.108,25.715,19.673,17.386,2.655,55.989,12.268,1.9862,3.9449,1.4107,12,Cwa
15.771,25.742,19.425,16.722,2.4012,56.005,12.271,1.9874,3.9429,1.411,12,Cwa
15.989,25.984,19.404,17.682,1.7575,55.941,12.241,1.983,3.953,1.4127,32,Cwa
15.989,25.984,19.404,17.682,1.7575,55.959,12.245,1.9842,3.9512,1.413,34,Cwa
16.04,26.129,19.559,17.401,2.05,55.977,12.248,1.9855,3.9494,1.4134,30,Cwa
16.034,25.642,19.662,17.275,2.2187,55.995,12.252,1.9868,3.9477,1.4137,17,Cwa
16.108,25.715,19.673,17.386,2.655,56.013,12.255,1.988,3.9459,1.414,8,Cwa
16.065,25.688,19.546,17.72,2.1712,55.959,12.239,1.9848,3.9539,1.4156,42,Cwa
16.065,25.688,19.546,17.72,2.1712,55.977,12.242,1.9861,3.9522,1.416,10,Cwa
16.042,25.518,19.692,17.571,2.5175,55.996,12.246,1.9873,3.9505,1.4163,9,Cwa
16.125,25.627,19.825,17.462,2.6688,56.014,12.249,1.9886,3.9488,1.4166,8,Cwa
16.084,25.613,19.747,17.318,2.7812,56.032,12.252,1.9898,3.9471,1.417,7,Cwa
16.716,27.664,19.455,19.904,1.5237,57.143,12.424,2.1494,3.9827,1.4901,36,Cwa
17.109,28.187,19.7,19.902,1.7275,57.105,12.409,2.1471,3.9846,1.4908,37,Cwa
17.109,28.187,19.7,19.902,1.7275,57.067,12.394,2.1447,3.9865,1.4916,29,Cwa
16.766,27.561,19.356,19.632,1.4037,57.179,12.423,2.152,3.9863,1.4923,43,Cwa
17.108,28.054,19.855,19.762,1.765,57.029,12.379,2.1424,3.9884,1.4924,29,Cwa
17.33,28.562,20.009,20.078,1.7387,57.141,12.408,2.1497,3.9882,1.4931,32,Cwa
16.982,27.805,19.904,19.348,1.845,56.991,12.364,2.1401,3.9903,1.4932,17,Cwa
17.33,28.562,20.009,20.078,1.7387,57.104,12.393,2.1473,3.9902,1.4939,35,Cwa
16.717,27.484,19.345,19.72,1.345,57.216,12.422,2.1546,3.9898,1.4946,37,Cwa
18.038,29.561,20.794,20.818,2.1488,57.066,12.378,2.145,3.9921,1.4947,22,Cwa
16.717,27.484,19.345,19.72,1.345,57.178,12.407,2.1522,3.9919,1.4954,32,Cwa
17.929,29.276,20.759,20.528,2.0137,57.028,12.363,2.1427,3.9941,1.4955,14,Cwa
17.401,28.571,20.045,20.353,1.9175,57.14,12.392,2.1499,3.9939,1.4961,17,Cwa
16.83,27.572,19.413,19.702,1.5825,57.252,12.421,2.1571,3.9934,1.4969,45,Cwa
17.86,29.121,20.495,20.555,2.0262,57.102,12.377,2.1476,3.9959,1.4969,12,Cwa
16.83,27.572,19.413,19.702,1.5825,57.214,12.406,2.1548,3.9955,1.4977,12,Cwa
17.754,28.953,20.265,20.513,2.0575,57.064,12.361,2.1453,3.9979,1.4977,11,Cwa
17.476,28.42,19.909,20.295,2.1237,57.177,12.39,2.1525,3.9976,1.4984,9,Cwa
17.245,27.509,19.599,20.435,2.4863,57.289,12.42,2.1597,3.9969,1.4992,44,Cwa
17.563,28.635,19.82,20.405,1.9938,57.139,12.375,2.1502,3.9997,1.4992,9,Cwa
17.245,27.509,19.599,20.435,2.4863,57.251,12.404,2.1574,3.9991,1.4999,21,Cwa
17.329,28.281,19.575,19.961,1.9737,57.101,12.36,2.1478,4.0018,1.5,8,Cwa
16.745,27.476,19.048,19.418,2.0225,57.213,12.389,2.1551,4.0013,1.5007,11,Cwa
16.741,27.599,19.024,19.312,1.85,57.175,12.374,2.1528,4.0035,1.5014,9,Cwa
16.972,27.638,19.219,19.589,1.6463,57.137,12.359,2.1505,4.0056,1.5022,8,Cwa
17.99,29.624,19.835,21.866,1.8613,59.827,12.667,2.3455,4.147,1.5046,176,Cwa
18.469,30.571,20.306,22.318,1.9863,59.835,12.676,2.3443,4.1464,1.5057,175,Cwa
17.881,29.267,19.818,21.734,2.2238,59.873,12.67,2.3475,4.1529,1.5064,167,Cwa
18.168,30.208,20.094,21.965,1.825,59.843,12.685,2.3431,4.1458,1.5067,176,Cwa
17.99,29.624,19.835,21.866,1.8613,59.881,12.679,2.3462,4.1524,1.5074,173,Cwa
17.32,28.901,19.231,21.321,1.33,59.85,12.694,2.3418,4.1452,1.5078,184,Cwa
18.074,29.721,19.914,21.905,2.0587,59.919,12.673,2.3494,4.1588,1.5081,160,Cwa
18.469,30.571,20.306,22.318,1.9863,59.889,12.688,2.345,4.1517,1.5085,181,Cwa
16.456,27.481,18.449,20.448,0.70375,59.858,12.703,2.3406,4.1446,1.5088,197,Cwa
18.831,30.985,20.568,22.831,2.0825,59.927,12.682,2.3481,4.1582,1.5092,171,Cwa
18.168,30.208,20.094,21.965,1.825,59.897,12.697,2.3437,4.1511,1.5096,190,Cwa
17.934,29.539,19.618,21.747,1.8062,59.965,12.676,2.3513,4.1648,1.5099,161,Cwa
19.203,31.826,20.953,23.095,2.15,59.935,12.691,2.3469,4.1576,1.5103,179,Cwa
17.32,28.901,19.231,21.321,1.33,59.904,12.706,2.3425,4.1505,1.5106,196,Cwa
18.279,30.244,20.024,22.194,1.705,59.973,12.685,2.35,4.1642,1.511,176,Cwa
18.155,30.441,20.075,21.932,1.7488,59.943,12.7,2.3456,4.157,1.5114,185,Cwa
17.196,28.214,18.894,21.053,1.345,60.011,12.679,2.3532,4.1708,1.5117,194,Cwa
17.911,30.273,19.72,21.786,1.3438,59.981,12.694,2.3488,4.1635,1.5121,190,Cwa
17.181,28.734,19.184,21.049,1.14,59.951,12.709,2.3444,4.1563,1.5125,199,Cwa
16.871,27.775,18.739,20.848,0.92375,60.019,12.688,2.352,4.1701,1.5128,205,Cwa
17.218,28.935,19.246,21.153,0.9225,59.989,12.703,2.3475,4.1628,1.5132,196,Cwa
16.305,27.391,18.212,20.3,0.27625,60.027,12.697,2.3507,4.1694,1.5139,209,Cwa
17.218,28.935,19.246,21.153,0.9225,59.997,12.712,2.3463,4.1622,1.5143,217,Cwa
15.801,26.767,17.867,19.752,-0.32625,60.035,12.706,2.3494,4.1687,1.515,240,Cwa
15.801,26.767,17.867,19.752,-0.32625,60.043,12.715,2.3482,4.168,1.5161,268,Cwa
16.692,27.155,20.071,18.914,1.6275,59.019,12.548,2.1829,3.9978,1.8266,11,Cfa
17.12,27.598,20.334,19.495,1.9125,59.081,12.553,2.1875,4.0007,1.8281,14,Cfa
17.181,27.831,20.436,19.672,1.6612,59.143,12.559,2.1922,4.0036,1.8297,11,Cfa
16.622,27.234,20.001,18.582,1.46,59.059,12.545,2.1854,4.0023,1.83,9,Cfa
17.168,27.949,20.359,19.619,1.63,59.205,12.565,2.1968,4.0065,1.8313,16,Cfa
17.116,27.745,20.336,19.267,1.7175,59.121,12.551,2.1901,4.0052,1.8315,13,Cfa
17.168,27.949,20.359,19.619,1.63,59.267,12.57,2.2015,4.0094,1.8328,16,Cfa
17.637,28.428,20.699,19.945,2.1112,59.182,12.556,2.1947,4.0081,1.8331,15,Cfa
16.602,27.352,19.971,18.359,1.45,59.099,12.543,2.188,4.0067,1.8334,5,Cfa
17.87,28.662,20.914,20.307,2.2,59.244,12.562,2.1993,4.011,1.8346,20,Cfa
17.052,27.799,20.296,19.141,1.8025,59.161,12.548,2.1926,4.0096,1.8349,8,Cfa
17.87,28.662,20.914,20.307,2.2,59.306,12.568,2.2039,4.0138,1.8362,24,Cfa
17.784,28.822,20.798,19.974,1.98,59.222,12.554,2.1972,4.0125,1.8364,15,Cfa
16.47,27.714,19.775,18.165,1.24,59.139,12.54,2.1906,4.0112,1.8369,6,Cfa
18.473,29.762,21.269,20.775,2.4037,59.283,12.56,2.2018,4.0154,1.8379,15,Cfa
16.878,28.078,20.145,18.881,1.4113,59.2,12.546,2.1951,4.0141,1.8383,8,Cfa
18.473,29.762,21.269,20.775,2.4037,59.345,12.565,2.2064,4.0183,1.8395,10,Cfa
17.366,28.519,20.632,19.624,1.8163,59.262,12.552,2.1997,4.017,1.8399,8,Cfa
16.449,27.769,19.667,18.249,1.0987,59.179,12.538,2.1932,4.0157,1.8403,6,Cfa
18.101,29.572,21.115,20.393,1.94,59.323,12.557,2.2042,4.0199,1.8413,7,Cfa
16.836,28.201,20.126,18.973,1.205,59.24,12.543,2.1977,4.0185,1.8418,7,Cfa
18.206,29.792,21.269,20.658,1.8962,59.384,12.563,2.2088,4.0227,1.8428,11,Cfa
17.32,28.556,20.545,19.704,1.7188,59.301,12.549,2.2022,4.0214,1.8432,12,Cfa
17.483,28.591,20.498,19.794,1.6138,59.362,12.555,2.2067,4.0243,1.8447,27,Cfa
17.597,28.711,20.456,19.953,1.9188,59.423,12.561,2.2112,4.0272,1.8462,25,Cfa
16.673,27.104,19.251,20.312,0.3875,65.831,13.943,2.4993,4.4349,1.7524,262,Cfa
16.067,26.494,18.636,19.794,0.066252,65.785,13.934,2.4964,4.4282,1.753,319,Cfa
16.473,26.975,19.04,20.02,0.2375,65.98,13.966,2.5054,4.4531,1.7533,269,Cfa
15.382,25.638,17.885,18.974,-0.1425,65.74,13.925,2.4935,4.4216,1.7537,350,Cfa
16.473,26.975,19.04,20.02,0.2375,65.934,13.957,2.5026,4.4464,1.754,237,Cfa
16.737,27.318,19.347,20.372,0.37,65.889,13.949,2.4998,4.4397,1.7547,244,Cfa
16.101,26.735,18.609,19.711,0.2125,65.843,13.94,2.4969,4.433,1.7553,320,Cfa
15.985,26.474,18.521,19.473,0.11,66.037,13.972,2.5057,4.4581,1.7556,268,Cfa
15.411,25.836,17.926,18.756,-0.024999,65.798,13.931,2.4941,4.4263,1.756,367,Cfa
16.574,27.226,19.086,20.109,0.34375,65.992,13.963,2.503,4.4513,1.7563,250,Cfa
16.996,27.693,19.478,20.62,0.46,65.947,13.954,2.5002,4.4445,1.7569,248,Cfa
16.466,27.189,19.019,20.052,0.1,65.901,13.945,2.4974,4.4377,1.7576,265,Cfa
15.955,26.322,18.471,19.233,-0.033749,66.095,13.977,2.506,4.4631,1.7578,271,Cfa
15.923,26.069,18.468,19.24,0.036251,65.856,13.936,2.4947,4.431,1.7583,293,Cfa
16.435,27.009,18.946,19.921,0.1825,66.05,13.968,2.5033,4.4562,1.7585,284,Cfa
16.403,27.029,18.858,19.918,0.091251,66.004,13.959,2.5006,4.4494,1.7592,271,Cfa
16.155,26.494,18.674,19.606,-0.073753,65.959,13.95,2.4979,4.4425,1.7599,262,Cfa
15.732,25.925,18.322,18.891,0.2825,66.153,13.982,2.5063,4.468,1.7601,280,Cfa
15.966,26.251,18.572,19.245,-0.1675,65.914,13.941,2.4952,4.4356,1.7606,270,Cfa
15.955,26.322,18.471,19.233,-0.033749,66.108,13.973,2.5037,4.4611,1.7608,272,Cfa
16.435,27.009,18.946,19.921,0.1825,66.063,13.965,2.5011,4.4542,1.7615,280,Cfa
16.403,27.029,18.858,19.918,0.091251,66.017,13.956,2.4984,4.4473,1.7622,279,Cfa
16.155,26.494,18.674,19.606,-0.073753,65.972,13.947,2.4958,4.4403,1.763,275,Cfa
17.205,26.716,19.967,19.388,4.2212,63.458,11.879,2.372,5.2224,1.2722,114,Cwa
17.709,27,20.401,20.026,4.48,63.331,11.848,2.3666,5.2132,1.273,60,Cwa
17.709,27,20.401,20.026,4.48,63.204,11.818,2.3613,5.204,1.2738,33,Cwa
18.269,27.792,20.973,20.504,5.0138,63.077,11.787,2.356,5.1948,1.2745,26,Cwa
18.616,28.454,21.305,20.812,5.2263,62.95,11.756,2.3507,5.1856,1.2753,26,Cwa
18.034,27.409,21.012,20.332,5.2075,63.532,11.909,2.3737,5.2212,1.2778,71,Cwa
18.601,28.211,21.294,20.888,5.3325,63.405,11.879,2.3683,5.212,1.2786,53,Cwa
18.601,28.211,21.294,20.888,5.3325,63.278,11.848,2.3629,5.2027,1.2794,38,Cwa
19.337,29.334,22.091,21.642,5.88,63.15,11.817,2.3575,5.1935,1.2802,29,Cwa
19.654,30.042,22.293,21.796,5.9613,63.023,11.786,2.3521,5.1842,1.2809,38,Cwa
18.144,27.692,20.902,20.361,5.2775,63.606,11.939,2.3755,5.2199,1.2834,66,Cwa
18.809,28.668,21.787,20.888,5.6738,63.479,11.908,2.3699,5.2107,1.2842,49,Cwa
19.382,29.361,22.333,21.578,6.1025,63.351,11.877,2.3644,5.2014,1.285,35,Cwa
19.382,29.361,22.333,21.578,6.1025,63.224,11.846,2.3589,5.1922,1.2858,31,Cwa
19.603,30.026,22.496,21.639,6.1212,63.096,11.815,2.3534,5.1829,1.2866,45,Cwa
18.809,28.668,21.787,20.888,5.6738,63.68,11.97,2.3772,5.2187,1.289,101,Cwa
19.382,29.361,22.333,21.578,6.1025,63.552,11.938,2.3715,5.2094,1.2898,63,Cwa
19.603,30.026,22.496,21.639,6.1212,63.424,11.907,2.3659,5.2001,1.2906,46,Cwa
19.603,30.026,22.496,21.639,6.1212,63.297,11.876,2.3603,5.1908,1.2915,44,Cwa
18.711,29.144,21.339,20.566,5.4188,63.169,11.845,2.3547,5.1816,1.2923,46,Cwa
18.376,27.906,21.161,20.732,5.4938,63.754,12,2.3789,5.2175,1.2946,85,Cwa
18.556,27.926,21.18,20.874,5.6537,63.626,11.968,2.3732,5.2081,1.2954,66,Cwa
18.588,28.18,21.314,20.733,5.6887,63.498,11.937,2.3675,5.1988,1.2963,61,Cwa
18.588,28.18,21.314,20.733,5.6887,63.37,11.906,2.3617,5.1896,1.2971,51,Cwa
18.452,28.315,21.3,20.388,5.575,63.242,11.875,2.356,5.1802,1.298,40,Cwa
19.599,29.774,22.834,21.676,5.8125,59.704,10.735,2.2782,4.9754,1.2444,34,Cfa
18.363,28.158,20.946,20.619,5.2937,59.657,10.729,2.2758,4.9694,1.2457,88,Cfa
18.363,28.158,20.946,20.619,5.2937,59.61,10.723,2.2734,4.9634,1.247,153,Cfa
18.737,28.561,21.451,20.849,5.385,59.739,10.722,2.2796,4.9823,1.2478,32,Cfa
17.462,26.799,20.381,19.441,4.7437,59.563,10.717,2.271,4.9573,1.2482,124,Cfa
18.221,27.871,21.036,20.175,5.38,59.694,10.716,2.2773,4.9764,1.2491,40,Cfa
17.293,26.692,20.151,19.268,4.24,59.516,10.711,2.2686,4.9512,1.2495,48,Cfa
18.221,27.871,21.036,20.175,5.38,59.649,10.71,2.275,4.9705,1.2503,92,Cfa
18.222,27.606,21.199,20.369,5.1513,59.775,10.708,2.281,4.9891,1.2514,42,Cfa
17.8,26.7,20.669,19.695,5.4075,59.604,10.704,2.2727,4.9646,1.2516,102,Cfa
18.247,27.782,21.459,20.101,5.3288,59.732,10.702,2.2788,4.9833,1.2527,24,Cfa
17.682,26.631,20.613,19.648,5.0562,59.559,10.698,2.2704,4.9586,1.2529,60,Cfa
18.247,27.782,21.459,20.101,5.3288,59.689,10.697,2.2765,4.9774,1.254,25,Cfa
17.906,27.211,20.921,19.859,4.7975,59.81,10.695,2.2824,4.9958,1.2551,68,Cfa
17.958,27.247,21.091,19.773,5.2313,59.646,10.691,2.2743,4.9717,1.2553,43,Cfa
17.906,27.211,20.921,19.859,4.7975,59.769,10.689,2.2802,4.9901,1.2564,40,Cfa
17.679,26.933,20.767,19.665,4.8125,59.603,10.685,2.272,4.9659,1.2565,62,Cfa
18.059,27.546,21.169,19.921,4.745,59.729,10.683,2.2781,4.9845,1.2576,26,Cfa
17.983,27.289,21.044,19.842,5.0412,59.846,10.682,2.2837,5.0025,1.2587,45,Cfa
17.771,27.221,20.924,19.582,4.6125,59.688,10.678,2.2759,4.9788,1.2589,40,Cfa
17.983,27.289,21.044,19.842,5.0412,59.807,10.676,2.2817,4.997,1.26,34,Cfa
17.462,26.492,20.682,19.319,4.45,59.647,10.672,2.2738,4.9731,1.2602,65,Cfa
17.946,27.488,21.148,19.795,4.7112,59.768,10.67,2.2796,4.9915,1.2613,34,Cfa
17.516,26.422,20.665,19.493,4.4013,59.73,10.664,2.2775,4.986,1.2626,36,Cfa
17.37,26.267,20.521,19.331,4.5038,59.691,10.659,2.2754,4.9804,1.2639,37,Cfa
17.502,26.306,20.371,19.38,4.9987,67.898,12.865,2.5548,5.6944,1.2429,144,Cwa
17.502,26.306,20.371,19.38,4.9987,68.04,12.9,2.561,5.7093,1.2449,87,Cwa
17.652,26.473,20.688,19.521,5.0625,67.916,12.883,2.5571,5.6878,1.2461,104,Cwa
17.953,27.255,20.827,19.691,5.16,68.182,12.936,2.5671,5.7242,1.247,72,Cwa
17.652,26.473,20.688,19.521,5.0625,68.055,12.918,2.5632,5.7024,1.248,98,Cwa
17.88,27.308,20.927,19.54,4.9737,68.324,12.972,2.5733,5.7391,1.249,108,Cwa
17.146,25.995,20.289,18.835,4.5812,67.934,12.901,2.5594,5.6813,1.2493,109,Cwa
18.222,27.435,21.099,20.109,5.4325,68.193,12.953,2.5693,5.717,1.2499,73,Cwa
17.5,26.752,20.619,19.149,4.795,68.466,13.008,2.5794,5.7539,1.251,103,Cwa
17.146,25.995,20.289,18.835,4.5812,68.07,12.936,2.5654,5.6955,1.2511,95,Cwa
18.281,27.568,21.228,20.06,5.4388,68.332,12.988,2.5753,5.7316,1.2519,52,Cwa
16.956,25.82,20.066,18.488,4.5062,67.952,12.92,2.5618,5.6747,1.2525,103,Cwa
17.652,26.473,20.688,19.521,5.0625,68.205,12.97,2.5714,5.7098,1.2529,119,Cwa
17.57,26.668,20.773,19.276,5.0188,68.471,13.023,2.5814,5.7461,1.2538,72,Cwa
16.956,25.82,20.066,18.488,4.5062,68.084,12.954,2.5677,5.6887,1.2542,127,Cwa
18.222,27.435,21.099,20.109,5.4325,68.34,13.005,2.5774,5.724,1.2547,75,Cwa
16.561,25.511,19.753,17.785,4.0525,67.97,12.938,2.5641,5.6681,1.2557,96,Cwa
17.204,26.118,20.226,18.869,4.7825,68.216,12.987,2.5736,5.7026,1.2559,98,Cwa
18.281,27.568,21.228,20.06,5.4388,68.476,13.039,2.5833,5.7383,1.2565,99,Cwa
16.51,25.42,19.519,17.925,4.19,68.099,12.971,2.5699,5.6818,1.2573,101,Cwa
17.467,26.428,20.362,19.192,4.9675,68.348,13.021,2.5794,5.7165,1.2576,113,Cwa
16.624,25.58,19.481,18.113,4.32,68.228,13.004,2.5757,5.6954,1.2589,101,Cwa
17.486,26.604,20.411,19.113,4.9887,68.481,13.055,2.5853,5.7305,1.2593,91,Cwa
16.747,25.84,19.548,18.356,4.3887,68.357,13.037,2.5815,5.709,1.2605,105,Cwa
16.917,26.066,19.694,18.516,4.5,68.485,13.07,2.5873,5.7226,1.2621,89,Cwa
14.077,24.464,15.976,17.861,-0.68125,54.746,11.869,2.1508,3.9017,1.1866,268,Cwa
14.872,24.994,16.532,18.675,0.18875,54.676,11.822,2.1491,3.9034,1.187,281,Cwa
15.534,26.038,17.058,19.316,0.58125,54.648,11.808,2.1492,3.9034,1.1871,200,Cwa
14.481,25.098,16.269,17.989,-0.61,54.641,11.799,2.1482,3.9042,1.1872,267,Cwa
14.481,25.098,16.269,17.989,-0.61,54.612,11.785,2.1484,3.9042,1.1873,279,Cwa
16.184,26.551,17.68,20.264,1.2575,54.491,11.72,2.1479,3.9048,1.1875,142,Cwa
14.466,24.964,16.176,18.055,-0.3,54.548,11.748,2.1476,3.9049,1.1875,210,Cwa
15.509,25.975,17.051,19.32,0.53,54.52,11.734,2.1477,3.9049,1.1875,166,Cwa
13.861,24.224,15.793,17.115,-0.85625,54.577,11.762,2.1474,3.905,1.1875,290,Cwa
13.861,24.224,15.793,17.115,-0.85625,54.606,11.775,2.1473,3.9051,1.1875,364,Cwa
16.253,26.141,18.696,18.858,3.23,52.113,8.9621,2.7558,3.7025,1.3362,63,Cfa
16.567,26.711,18.926,19.024,3.3025,52.123,8.9632,2.7584,3.7004,1.3367,60,Cfa
